evidence_layer,window,target_date,rows,cities,wins,cost_usd,pnl_usd,roi,route_mix,loss_cities
frozen_live_like_route_price,train_to_2026_06_20,2026-05-28,5,5,3,15.086800000000002,9.124974600504627,0.6048316807079451,"false_fade_reheat_current_no:2,fresh_runway_current_no:3","TelAviv,Wuhan"
frozen_live_like_route_price,train_to_2026_06_20,2026-05-29,1,1,1,3.2832,3.417208163265306,1.0408163265306123,fresh_runway_current_no:1,
frozen_live_like_route_price,train_to_2026_06_20,2026-05-31,4,4,0,11.152000000000001,-11.152000000000001,-1.0,fresh_runway_current_no:4,"Miami,TelAviv,Tokyo,Wuhan"
frozen_live_like_route_price,train_to_2026_06_20,2026-06-01,3,3,0,9.201600000000003,-9.201600000000003,-1.0,fresh_runway_current_no:3,"CapeTown,Houston,NYC"
frozen_live_like_route_price,train_to_2026_06_20,2026-06-02,2,2,0,7.5120000000000005,-7.5120000000000005,-1.0,fresh_runway_current_no:2,"Houston,TelAviv"
frozen_live_like_route_price,train_to_2026_06_20,2026-06-03,1,1,1,2.0,4.666666666666667,2.3333333333333335,fresh_runway_current_no:1,
frozen_live_like_route_price,train_to_2026_06_20,2026-06-06,1,1,1,2.355200000000001,4.571858823529412,1.9411764705882348,fresh_runway_current_no:1,
frozen_live_like_route_price,train_to_2026_06_20,2026-06-07,1,1,0,3.1296,-3.1296,-1.0,fresh_runway_current_no:1,SanFrancisco
frozen_live_like_route_price,train_to_2026_06_20,2026-06-08,3,3,2,9.360000000000001,7.079882697947214,0.7563977241396596,fresh_runway_current_no:3,TelAviv
frozen_live_like_route_price,train_to_2026_06_20,2026-06-09,3,3,2,7.232000000000001,15.411274853801174,2.1309838016871088,fresh_runway_current_no:3,Istanbul
frozen_live_like_route_price,train_to_2026_06_20,2026-06-10,3,3,0,6.964640000000001,-6.964640000000001,-1.0,fresh_runway_current_no:3,"Beijing,Busan,Warsaw"
frozen_live_like_route_price,train_to_2026_06_20,2026-06-11,6,6,3,17.134720000000005,15.533854966828839,0.90657185917417,fresh_runway_current_no:6,"Istanbul,Manila,Wuhan"
frozen_live_like_route_price,train_to_2026_06_20,2026-06-12,6,6,2,18.345600000000005,9.541317293233076,0.5200875029016807,"false_fade_reheat_current_no:1,fresh_runway_current_no:5","Busan,Houston,Manila,TelAviv"
frozen_live_like_route_price,train_to_2026_06_20,2026-06-13,2,2,1,5.286400000000001,1.9136000000000006,0.3619854721549637,fresh_runway_current_no:2,Helsinki
frozen_live_like_route_price,train_to_2026_06_20,2026-06-14,6,6,5,15.433750000000003,28.77256459948321,1.8642627099365485,"false_fade_reheat_current_no:1,fresh_runway_current_no:5",Lucknow
frozen_live_like_route_price,train_to_2026_06_20,2026-06-15,3,3,2,7.500000000000002,4.538461538461538,0.605128205128205,"false_fade_reheat_current_no:1,fresh_runway_current_no:2",Lucknow
frozen_live_like_route_price,train_to_2026_06_20,2026-06-16,2,2,2,4.94352,6.040172307692307,1.2218363246618416,fresh_runway_current_no:2,
frozen_live_like_route_price,train_to_2026_06_20,2026-06-17,1,1,0,2.4473600000000006,-2.4473600000000006,-1.0,fresh_runway_current_no:1,Beijing
frozen_live_like_route_price,train_to_2026_06_20,2026-06-18,1,1,0,3.03232,-3.03232,-1.0,fresh_runway_current_no:1,CapeTown
frozen_live_like_route_price,train_to_2026_06_20,2026-06-19,2,2,1,4.192,1.2443636363636363,0.2968424705065926,"false_fade_reheat_current_no:1,fresh_runway_current_no:1",Houston
frozen_live_like_route_price,train_to_2026_06_20,2026-06-20,2,2,0,3.2968000000000006,-3.2968000000000006,-1.0,"false_fade_reheat_current_no:1,fresh_runway_current_no:1","Jeddah,Tokyo"
historical_best_ask_diagnostic,all,2026-05-20,3,3,2,5.970000000000001,20.681515151515157,3.4642403938886357,"cheap_stale_tail_current_no:1,fresh_runway_current_no:2",Beijing
historical_best_ask_diagnostic,all,2026-05-22,2,2,1,5.504000000000001,5.9245714285714275,1.0764119601328899,fresh_runway_current_no:2,Shanghai
historical_best_ask_diagnostic,all,2026-05-23,2,2,1,6.848000000000001,0.5968979591836727,0.08716383749761575,fresh_runway_current_no:2,Amsterdam
historical_best_ask_diagnostic,all,2026-05-25,1,1,0,2.4960000000000004,-2.4960000000000004,-1.0,fresh_runway_current_no:1,Shanghai
historical_best_ask_diagnostic,all,2026-05-26,3,3,2,9.905920000000002,9.14257557522124,0.9229405825224954,fresh_runway_current_no:3,Wuhan
historical_best_ask_diagnostic,all,2026-05-27,1,1,0,1.8303999999999998,-1.8303999999999998,-1.0,false_fade_reheat_current_no:1,SaoPaulo
historical_best_ask_diagnostic,all,2026-05-28,5,5,3,15.086800000000002,9.124974600504627,0.6048316807079451,"false_fade_reheat_current_no:2,fresh_runway_current_no:3","TelAviv,Wuhan"
historical_best_ask_diagnostic,all,2026-05-29,1,1,1,3.2832,3.417208163265306,1.0408163265306123,fresh_runway_current_no:1,
historical_best_ask_diagnostic,all,2026-05-31,3,3,0,8.592000000000002,-8.592000000000002,-1.0,fresh_runway_current_no:3,"Miami,Tokyo,Wuhan"
historical_best_ask_diagnostic,all,2026-06-01,3,3,0,9.201600000000003,-9.201600000000003,-1.0,fresh_runway_current_no:3,"CapeTown,Houston,NYC"
historical_best_ask_diagnostic,all,2026-06-02,2,2,0,7.5120000000000005,-7.5120000000000005,-1.0,fresh_runway_current_no:2,"Houston,TelAviv"
historical_best_ask_diagnostic,all,2026-06-03,1,1,1,2.0,4.666666666666667,2.3333333333333335,fresh_runway_current_no:1,
historical_best_ask_diagnostic,all,2026-06-04,1,1,1,2.8480000000000008,2.8480000000000008,1.0,fresh_runway_current_no:1,
historical_best_ask_diagnostic,all,2026-06-06,1,1,1,2.5600000000000005,9.076363636363638,3.5454545454545454,fresh_runway_current_no:1,
historical_best_ask_diagnostic,all,2026-06-07,1,1,0,3.1296,-3.1296,-1.0,fresh_runway_current_no:1,SanFrancisco
historical_best_ask_diagnostic,all,2026-06-08,3,3,2,8.240000000000002,8.199882697947215,0.9951313953819434,"false_fade_reheat_current_no:1,fresh_runway_current_no:2",TelAviv
historical_best_ask_diagnostic,all,2026-06-09,3,3,2,7.232000000000001,15.411274853801174,2.1309838016871088,fresh_runway_current_no:3,Istanbul
historical_best_ask_diagnostic,all,2026-06-10,3,3,0,6.964640000000001,-6.964640000000001,-1.0,fresh_runway_current_no:3,"Beijing,Busan,Warsaw"
historical_best_ask_diagnostic,all,2026-06-11,6,6,3,17.134720000000005,15.533854966828839,0.90657185917417,fresh_runway_current_no:6,"Istanbul,Manila,Wuhan"
historical_best_ask_diagnostic,all,2026-06-12,5,5,2,14.745600000000001,13.141317293233076,0.8912026159147864,"false_fade_reheat_current_no:1,fresh_runway_current_no:4","Busan,Manila,TelAviv"
historical_best_ask_diagnostic,all,2026-06-13,1,1,1,2.880000000000001,4.320000000000001,1.5,fresh_runway_current_no:1,
historical_best_ask_diagnostic,all,2026-06-14,6,6,5,16.233750000000004,32.65191625557905,2.0113600527037216,"false_fade_reheat_current_no:1,fresh_runway_current_no:5",Lucknow
historical_best_ask_diagnostic,all,2026-06-15,3,3,2,7.500000000000002,5.3717948717948705,0.7162393162393159,"false_fade_reheat_current_no:1,fresh_runway_current_no:2",Lucknow
historical_best_ask_diagnostic,all,2026-06-16,3,3,2,8.14352,2.840172307692307,0.3487646997480582,fresh_runway_current_no:3,TelAviv
historical_best_ask_diagnostic,all,2026-06-17,1,1,0,2.4473600000000006,-2.4473600000000006,-1.0,fresh_runway_current_no:1,Beijing
historical_best_ask_diagnostic,all,2026-06-18,1,1,0,3.03232,-3.03232,-1.0,fresh_runway_current_no:1,CapeTown
historical_best_ask_diagnostic,all,2026-06-19,2,2,1,4.744000000000001,2.4364878048780496,0.5135935507753054,fresh_runway_current_no:2,Houston
historical_best_ask_diagnostic,all,2026-06-20,2,2,0,3.2968000000000006,-3.2968000000000006,-1.0,"false_fade_reheat_current_no:1,fresh_runway_current_no:1","Jeddah,Tokyo"
historical_best_ask_diagnostic,all,2026-06-21,2,2,1,4.214500000000001,4.662919354838712,1.1063991825456663,"capped_d2_no:1,fresh_runway_current_no:1",Beijing
historical_best_ask_diagnostic,all,2026-06-23,1,1,1,1.3199999999999998,4.965714285714285,3.761904761904762,cheap_stale_tail_current_no:1,
historical_best_ask_diagnostic,all,2026-06-25,1,1,1,2.5697280000000013,2.8977783829787245,1.1276595744680848,fresh_runway_current_no:1,
historical_best_ask_diagnostic,all,2026-06-26,1,1,0,2.4960000000000004,-2.4960000000000004,-1.0,fresh_runway_current_no:1,Chongqing
historical_best_ask_diagnostic,forward_2026-06-21_plus,2026-06-21,2,2,1,4.214500000000001,4.662919354838712,1.1063991825456663,"capped_d2_no:1,fresh_runway_current_no:1",Beijing
historical_best_ask_diagnostic,forward_2026-06-21_plus,2026-06-23,1,1,1,1.3199999999999998,4.965714285714285,3.761904761904762,cheap_stale_tail_current_no:1,
historical_best_ask_diagnostic,forward_2026-06-21_plus,2026-06-25,1,1,1,2.5697280000000013,2.8977783829787245,1.1276595744680848,fresh_runway_current_no:1,
historical_best_ask_diagnostic,forward_2026-06-21_plus,2026-06-26,1,1,0,2.4960000000000004,-2.4960000000000004,-1.0,fresh_runway_current_no:1,Chongqing
historical_best_ask_diagnostic,train_to_2026_06_20,2026-05-20,3,3,2,5.970000000000001,20.681515151515157,3.4642403938886357,"cheap_stale_tail_current_no:1,fresh_runway_current_no:2",Beijing
historical_best_ask_diagnostic,train_to_2026_06_20,2026-05-22,2,2,1,5.504000000000001,5.9245714285714275,1.0764119601328899,fresh_runway_current_no:2,Shanghai
historical_best_ask_diagnostic,train_to_2026_06_20,2026-05-23,2,2,1,6.848000000000001,0.5968979591836727,0.08716383749761575,fresh_runway_current_no:2,Amsterdam
historical_best_ask_diagnostic,train_to_2026_06_20,2026-05-25,1,1,0,2.4960000000000004,-2.4960000000000004,-1.0,fresh_runway_current_no:1,Shanghai
historical_best_ask_diagnostic,train_to_2026_06_20,2026-05-26,3,3,2,9.905920000000002,9.14257557522124,0.9229405825224954,fresh_runway_current_no:3,Wuhan
historical_best_ask_diagnostic,train_to_2026_06_20,2026-05-27,1,1,0,1.8303999999999998,-1.8303999999999998,-1.0,false_fade_reheat_current_no:1,SaoPaulo
historical_best_ask_diagnostic,train_to_2026_06_20,2026-05-28,5,5,3,15.086800000000002,9.124974600504627,0.6048316807079451,"false_fade_reheat_current_no:2,fresh_runway_current_no:3","TelAviv,Wuhan"
historical_best_ask_diagnostic,train_to_2026_06_20,2026-05-29,1,1,1,3.2832,3.417208163265306,1.0408163265306123,fresh_runway_current_no:1,
historical_best_ask_diagnostic,train_to_2026_06_20,2026-05-31,3,3,0,8.592000000000002,-8.592000000000002,-1.0,fresh_runway_current_no:3,"Miami,Tokyo,Wuhan"
historical_best_ask_diagnostic,train_to_2026_06_20,2026-06-01,3,3,0,9.201600000000003,-9.201600000000003,-1.0,fresh_runway_current_no:3,"CapeTown,Houston,NYC"
historical_best_ask_diagnostic,train_to_2026_06_20,2026-06-02,2,2,0,7.5120000000000005,-7.5120000000000005,-1.0,fresh_runway_current_no:2,"Houston,TelAviv"
historical_best_ask_diagnostic,train_to_2026_06_20,2026-06-03,1,1,1,2.0,4.666666666666667,2.3333333333333335,fresh_runway_current_no:1,
historical_best_ask_diagnostic,train_to_2026_06_20,2026-06-04,1,1,1,2.8480000000000008,2.8480000000000008,1.0,fresh_runway_current_no:1,
historical_best_ask_diagnostic,train_to_2026_06_20,2026-06-06,1,1,1,2.5600000000000005,9.076363636363638,3.5454545454545454,fresh_runway_current_no:1,
historical_best_ask_diagnostic,train_to_2026_06_20,2026-06-07,1,1,0,3.1296,-3.1296,-1.0,fresh_runway_current_no:1,SanFrancisco
historical_best_ask_diagnostic,train_to_2026_06_20,2026-06-08,3,3,2,8.240000000000002,8.199882697947215,0.9951313953819434,"false_fade_reheat_current_no:1,fresh_runway_current_no:2",TelAviv
historical_best_ask_diagnostic,train_to_2026_06_20,2026-06-09,3,3,2,7.232000000000001,15.411274853801174,2.1309838016871088,fresh_runway_current_no:3,Istanbul
historical_best_ask_diagnostic,train_to_2026_06_20,2026-06-10,3,3,0,6.964640000000001,-6.964640000000001,-1.0,fresh_runway_current_no:3,"Beijing,Busan,Warsaw"
historical_best_ask_diagnostic,train_to_2026_06_20,2026-06-11,6,6,3,17.134720000000005,15.533854966828839,0.90657185917417,fresh_runway_current_no:6,"Istanbul,Manila,Wuhan"
historical_best_ask_diagnostic,train_to_2026_06_20,2026-06-12,5,5,2,14.745600000000001,13.141317293233076,0.8912026159147864,"false_fade_reheat_current_no:1,fresh_runway_current_no:4","Busan,Manila,TelAviv"
historical_best_ask_diagnostic,train_to_2026_06_20,2026-06-13,1,1,1,2.880000000000001,4.320000000000001,1.5,fresh_runway_current_no:1,
historical_best_ask_diagnostic,train_to_2026_06_20,2026-06-14,6,6,5,16.233750000000004,32.65191625557905,2.0113600527037216,"false_fade_reheat_current_no:1,fresh_runway_current_no:5",Lucknow
historical_best_ask_diagnostic,train_to_2026_06_20,2026-06-15,3,3,2,7.500000000000002,5.3717948717948705,0.7162393162393159,"false_fade_reheat_current_no:1,fresh_runway_current_no:2",Lucknow
historical_best_ask_diagnostic,train_to_2026_06_20,2026-06-16,3,3,2,8.14352,2.840172307692307,0.3487646997480582,fresh_runway_current_no:3,TelAviv
historical_best_ask_diagnostic,train_to_2026_06_20,2026-06-17,1,1,0,2.4473600000000006,-2.4473600000000006,-1.0,fresh_runway_current_no:1,Beijing
historical_best_ask_diagnostic,train_to_2026_06_20,2026-06-18,1,1,0,3.03232,-3.03232,-1.0,fresh_runway_current_no:1,CapeTown
historical_best_ask_diagnostic,train_to_2026_06_20,2026-06-19,2,2,1,4.744000000000001,2.4364878048780496,0.5135935507753054,fresh_runway_current_no:2,Houston
historical_best_ask_diagnostic,train_to_2026_06_20,2026-06-20,2,2,0,3.2968000000000006,-3.2968000000000006,-1.0,"false_fade_reheat_current_no:1,fresh_runway_current_no:1","Jeddah,Tokyo"
